locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGIHCIOD_03448	CDS	717				hypothetical protein
KGIHCIOD_03449	CDS	126				hypothetical protein
KGIHCIOD_03450	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
KGIHCIOD_03451	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
KGIHCIOD_03452	CDS	1626	trg_2		COG0840	Methyl-accepting chemotaxis protein III
KGIHCIOD_03453	CDS	924	gbpR_1			HTH-type transcriptional regulator GbpR
KGIHCIOD_03454	CDS	1344			COG5383	putative protein
KGIHCIOD_03455	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
KGIHCIOD_03456	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
KGIHCIOD_03457	CDS	567	yceI_2		COG2353	Protein YceI
KGIHCIOD_03458	CDS	1206		1.13.12.4	COG1304	Lactate 2-monooxygenase
KGIHCIOD_03459	CDS	438		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
KGIHCIOD_03460	CDS	792	srlR_4		COG1349	Glucitol operon repressor
KGIHCIOD_03461	CDS	633	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
KGIHCIOD_03462	CDS	420	ulaC_3		COG1762	Ascorbate-specific PTS system EIIA component
KGIHCIOD_03463	CDS	807				hypothetical protein
KGIHCIOD_03464	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
KGIHCIOD_03465	CDS	282	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
KGIHCIOD_03466	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KGIHCIOD_03467	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
KGIHCIOD_03468	CDS	981				hypothetical protein
KGIHCIOD_03469	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
KGIHCIOD_03470	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
KGIHCIOD_03471	CDS	669				hypothetical protein
KGIHCIOD_03472	CDS	954				hypothetical protein
KGIHCIOD_03473	CDS	537	sutR_3		COG1396	HTH-type transcriptional regulator SutR
KGIHCIOD_03474	CDS	1965	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
KGIHCIOD_03475	CDS	231				hypothetical protein
KGIHCIOD_03476	CDS	621				hypothetical protein
KGIHCIOD_03477	CDS	174				hypothetical protein
KGIHCIOD_03478	CDS	399				hypothetical protein
KGIHCIOD_03479	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
KGIHCIOD_03480	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
KGIHCIOD_03481	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
KGIHCIOD_03482	CDS	174	ortT			Orphan toxin OrtT
KGIHCIOD_03483	CDS	2145				hypothetical protein
KGIHCIOD_03484	CDS	2982				hypothetical protein
KGIHCIOD_03485	CDS	1320				hypothetical protein
KGIHCIOD_03486	CDS	234	ydcY			putative protein YdcY
KGIHCIOD_03487	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
KGIHCIOD_03488	CDS	516	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
KGIHCIOD_03489	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
KGIHCIOD_03490	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
KGIHCIOD_03491	CDS	2166	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
KGIHCIOD_03492	CDS	1062	yncE		COG3391	putative protein YncE
KGIHCIOD_03493	CDS	222	ygdR_4			putative lipoprotein YgdR
KGIHCIOD_03494	CDS	1494	ansP2		COG1113	L-asparagine permease 2
KGIHCIOD_03495	CDS	633				hypothetical protein
KGIHCIOD_03496	CDS	846	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
KGIHCIOD_03497	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
KGIHCIOD_03498	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
KGIHCIOD_03499	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
KGIHCIOD_03500	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
KGIHCIOD_03501	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
KGIHCIOD_03502	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
KGIHCIOD_03503	CDS	591				hypothetical protein
KGIHCIOD_03504	CDS	1488	smvA			Methyl viologen resistance protein SmvA
KGIHCIOD_03505	CDS	441				hypothetical protein
KGIHCIOD_03506	CDS	1089	ompD		COG3203	Outer membrane porin protein OmpD
KGIHCIOD_03507	CDS	882	yddG			Methyl viologen resistance protein YddG
KGIHCIOD_03508	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KGIHCIOD_03509	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
KGIHCIOD_03510	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
KGIHCIOD_03511	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
KGIHCIOD_03512	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
KGIHCIOD_03513	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
KGIHCIOD_03514	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
KGIHCIOD_03515	CDS	216	bdm			Protein bdm
KGIHCIOD_03516	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
KGIHCIOD_03517	CDS	567				hypothetical protein
KGIHCIOD_03518	CDS	1371	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
KGIHCIOD_03519	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
KGIHCIOD_03520	CDS	2076	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
KGIHCIOD_03521	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
KGIHCIOD_03522	CDS	1449	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
KGIHCIOD_03523	CDS	981	galS_1		COG1609	HTH-type transcriptional regulator GalS
KGIHCIOD_03524	CDS	1464				hypothetical protein
KGIHCIOD_03525	CDS	198				hypothetical protein
KGIHCIOD_03526	CDS	354				ISNCY family transposase ISBcen27
KGIHCIOD_03527	CDS	930				hypothetical protein
KGIHCIOD_03528	CDS	333				hypothetical protein
KGIHCIOD_03529	CDS	249				hypothetical protein
KGIHCIOD_03530	CDS	285	relE_2	3.1.-.-	COG2026	mRNA interferase toxin RelE
KGIHCIOD_03531	CDS	390	yjgH		COG0251	RutC family protein YjgH
KGIHCIOD_03532	CDS	1080	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KGIHCIOD_03533	CDS	489				hypothetical protein
KGIHCIOD_03534	CDS	1509	tetX	1.14.13.231	COG0654	Flavin-dependent monooxygenase
KGIHCIOD_03535	CDS	1242	tetA			Tetracycline resistance protein, class C
KGIHCIOD_03536	CDS	1491				hypothetical protein
KGIHCIOD_03537	CDS	1287	exuT_2			Hexuronate transporter
KGIHCIOD_03538	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
KGIHCIOD_03539	CDS	672	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
KGIHCIOD_03540	CDS	1089				hypothetical protein
KGIHCIOD_03541	CDS	153				hypothetical protein
KGIHCIOD_03542	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
KGIHCIOD_03543	CDS	1803	hyaB_2	1.12.99.6	COG0374	Hydrogenase-1 large chain
KGIHCIOD_03544	CDS	675	hyaC_2		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
KGIHCIOD_03545	CDS	609	hyaD_2	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
KGIHCIOD_03546	CDS	300				hypothetical protein
KGIHCIOD_03547	CDS	411				hypothetical protein
KGIHCIOD_03548	CDS	1062	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
KGIHCIOD_03549	CDS	888				hypothetical protein
KGIHCIOD_03550	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
KGIHCIOD_03551	CDS	1119	ompC_2			Outer membrane porin C
KGIHCIOD_03552	CDS	528				hypothetical protein
KGIHCIOD_03553	CDS	948				hypothetical protein
KGIHCIOD_03554	CDS	360				hypothetical protein
KGIHCIOD_03555	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
KGIHCIOD_03556	CDS	1389	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
KGIHCIOD_03557	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
KGIHCIOD_03558	CDS	1188	sotB		COG2814	Sugar efflux transporter
KGIHCIOD_03559	CDS	666				hypothetical protein
KGIHCIOD_03560	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
KGIHCIOD_03561	CDS	384	marA_2			Multiple antibiotic resistance protein MarA
KGIHCIOD_03562	CDS	210				hypothetical protein
KGIHCIOD_03563	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
KGIHCIOD_03564	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
KGIHCIOD_03565	CDS	96	mgtS			Small protein MgtS
KGIHCIOD_03566	CDS	393	ygiW_2		COG3111	Protein YgiW
KGIHCIOD_03567	CDS	528	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
KGIHCIOD_03568	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
KGIHCIOD_03569	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
KGIHCIOD_03570	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
KGIHCIOD_03571	CDS	204	ydfZ			Putative selenoprotein YdfZ
KGIHCIOD_03572	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
KGIHCIOD_03573	CDS	399	ydfJ_1			Putative transporter YdfJ
KGIHCIOD_03574	CDS	978	ydfJ_2			Putative transporter YdfJ
KGIHCIOD_03575	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
KGIHCIOD_03576	CDS	1215	rspA_2	4.2.1.-		D-galactonate dehydratase family member RspA
KGIHCIOD_03577	CDS	336				hypothetical protein
KGIHCIOD_03578	CDS	342				hypothetical protein
KGIHCIOD_03579	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
KGIHCIOD_03580	CDS	720				hypothetical protein
KGIHCIOD_03581	CDS	306	ynfD			putative protein YnfD
KGIHCIOD_03582	CDS	2439	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
KGIHCIOD_03583	CDS	2436	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
KGIHCIOD_03584	CDS	618	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
KGIHCIOD_03585	CDS	858	dmsC_4		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
KGIHCIOD_03586	CDS	615	dmsD_2		COG3381	Tat proofreading chaperone DmsD
KGIHCIOD_03587	CDS	711	osmY_3		COG1174	Osmoprotectant import permease protein OsmY
KGIHCIOD_03588	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
KGIHCIOD_03589	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
KGIHCIOD_03590	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
KGIHCIOD_03591	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
KGIHCIOD_03592	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
KGIHCIOD_03593	CDS	1221	mlc		COG1940	Protein mlc
KGIHCIOD_03594	CDS	900	benM_2			HTH-type transcriptional regulator BenM
KGIHCIOD_03595	CDS	1254	ynfM_2			Inner membrane transport protein YnfM
KGIHCIOD_03596	CDS	93				hypothetical protein
KGIHCIOD_03597	CDS	249	asr			Acid shock protein
KGIHCIOD_03598	CDS	822				hypothetical protein
KGIHCIOD_03599	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
KGIHCIOD_03600	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
KGIHCIOD_03601	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
KGIHCIOD_03602	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
KGIHCIOD_03603	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
KGIHCIOD_03604	CDS	945	ydgH			Protein YdgH
KGIHCIOD_03605	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
KGIHCIOD_03606	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
KGIHCIOD_03607	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
KGIHCIOD_03608	CDS	1134	ompN_2		COG3203	Outer membrane porin N
KGIHCIOD_03609	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
KGIHCIOD_03610	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
KGIHCIOD_03611	CDS	930	tus			DNA replication terminus site-binding protein
KGIHCIOD_03612	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
KGIHCIOD_03613	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
KGIHCIOD_03614	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
KGIHCIOD_03615	CDS	1509	ydgA		COG5339	Protein YdgA
KGIHCIOD_03616	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
KGIHCIOD_03617	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
KGIHCIOD_03618	CDS	216	ydgT			Transcription modulator YdgT
KGIHCIOD_03619	CDS	441	ydgK			Inner membrane protein YdgK
KGIHCIOD_03620	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
KGIHCIOD_03621	CDS	579	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
KGIHCIOD_03622	CDS	2208	rsxC_1	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
KGIHCIOD_03623	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
KGIHCIOD_03624	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
KGIHCIOD_03625	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
KGIHCIOD_03626	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
KGIHCIOD_03627	CDS	1506	dtpA		COG3104	Dipeptide and tripeptide permease A
KGIHCIOD_03628	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
KGIHCIOD_03629	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
KGIHCIOD_03630	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
KGIHCIOD_03631	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
KGIHCIOD_03632	CDS	363	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
KGIHCIOD_03633	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
KGIHCIOD_03634	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
KGIHCIOD_03635	CDS	435	slyA		COG1846	Transcriptional regulator SlyA
KGIHCIOD_03636	CDS	237				hypothetical protein
KGIHCIOD_03637	CDS	861	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
KGIHCIOD_03638	CDS	2037	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
KGIHCIOD_03639	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
KGIHCIOD_03640	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
KGIHCIOD_03641	CDS	240				hypothetical protein
KGIHCIOD_03642	CDS	600	nemR			HTH-type transcriptional repressor NemR
KGIHCIOD_03643	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
KGIHCIOD_03644	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
KGIHCIOD_03645	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
KGIHCIOD_03646	CDS	348	grxD		COG0278	Glutaredoxin 4
KGIHCIOD_03647	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
KGIHCIOD_03648	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
KGIHCIOD_03649	CDS	90	ynhF			putative protein YnhF
KGIHCIOD_03650	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
KGIHCIOD_03651	CDS	933	yahB			putative HTH-type transcriptional regulator YahB
KGIHCIOD_03652	CDS	1206	ydhC			Inner membrane transport protein YdhC
KGIHCIOD_03653	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
KGIHCIOD_03654	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
KGIHCIOD_03655	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
KGIHCIOD_03656	tRNA	77				tRNA-Val(gac)
KGIHCIOD_03657	tRNA	77				tRNA-Val(gac)
KGIHCIOD_03658	CDS	1059	yscU			Yop proteins translocation protein U
KGIHCIOD_03659	CDS	780	spaR_2		COG4791	Surface presentation of antigens protein SpaR
KGIHCIOD_03660	CDS	267	spaQ_2		COG4794	Surface presentation of antigens protein SpaQ
KGIHCIOD_03661	CDS	648	spaP_2		COG4790	Surface presentation of antigens protein SpaP
KGIHCIOD_03662	CDS	969				hypothetical protein
KGIHCIOD_03663	CDS	375				hypothetical protein
KGIHCIOD_03664	CDS	432				hypothetical protein
KGIHCIOD_03665	CDS	1302	ssaN	7.1.2.2	COG1157	putative secretion system apparatus ATP synthase SsaN
KGIHCIOD_03666	CDS	2046	ssaV		COG4789	Secretion system apparatus protein SsaV
KGIHCIOD_03667	CDS	369				hypothetical protein
KGIHCIOD_03668	CDS	993				hypothetical protein
KGIHCIOD_03669	CDS	675				hypothetical protein
KGIHCIOD_03670	CDS	252				hypothetical protein
KGIHCIOD_03671	CDS	750	yscJ			Yop proteins translocation lipoprotein J
KGIHCIOD_03672	CDS	264				hypothetical protein
KGIHCIOD_03673	CDS	291				hypothetical protein
KGIHCIOD_03674	CDS	216				hypothetical protein
KGIHCIOD_03675	CDS	690				hypothetical protein
KGIHCIOD_03676	CDS	783				hypothetical protein
KGIHCIOD_03677	CDS	429				hypothetical protein
KGIHCIOD_03678	CDS	417				hypothetical protein
KGIHCIOD_03679	CDS	588	sseD			Secreted effector protein SseD
KGIHCIOD_03680	CDS	1455	sseC		COG5613	Secreted effector protein SseC
KGIHCIOD_03681	CDS	474				hypothetical protein
KGIHCIOD_03682	CDS	591	sseB			Secreted effector protein SseB
KGIHCIOD_03683	CDS	324	sseA_2			Type III secretion system chaperone SseA
KGIHCIOD_03684	CDS	243				hypothetical protein
KGIHCIOD_03685	CDS	1212				hypothetical protein
KGIHCIOD_03686	CDS	1494	sctC_2			Type 3 secretion system secretin
KGIHCIOD_03687	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
KGIHCIOD_03688	CDS	2763	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
KGIHCIOD_03689	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
KGIHCIOD_03690	CDS	729	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
KGIHCIOD_03691	CDS	960				hypothetical protein
KGIHCIOD_03692	CDS	213	fumD	4.2.1.2		Fumarase D
KGIHCIOD_03693	CDS	621	ttrR		COG4566	Tetrathionate response regulatory protein TtrR
KGIHCIOD_03694	CDS	1779	ttrS	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
KGIHCIOD_03695	CDS	735	ttrB		COG0437	Tetrathionate reductase subunit B
KGIHCIOD_03696	CDS	1023	ttrC			Tetrathionate reductase subunit C
KGIHCIOD_03697	CDS	3063	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
KGIHCIOD_03698	CDS	1227	RBKS_2	2.7.1.15		Ribokinase
KGIHCIOD_03699	CDS	738				hypothetical protein
KGIHCIOD_03700	CDS	894	laaA	3.5.1.101		L-amino acid amidase
KGIHCIOD_03701	CDS	1344	puuP		COG0531	Putrescine importer PuuP
KGIHCIOD_03702	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
KGIHCIOD_03703	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
KGIHCIOD_03704	CDS	303	lpp			Major outer membrane lipoprotein Lpp
KGIHCIOD_03705	CDS	1002	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
KGIHCIOD_03706	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
KGIHCIOD_03707	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
KGIHCIOD_03708	CDS	1272	sufD		COG0719	FeS cluster assembly protein SufD
KGIHCIOD_03709	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
KGIHCIOD_03710	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
KGIHCIOD_03711	CDS	369	sufA		COG0316	Protein SufA
KGIHCIOD_03712	CDS	1347	tcyP_1		COG1823	L-cystine uptake protein TcyP
KGIHCIOD_03713	CDS	189				hypothetical protein
KGIHCIOD_03714	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
KGIHCIOD_03715	CDS	3057			COG0247	putative protein
KGIHCIOD_03716	CDS	1119	ydiK		COG0628	Putative transport protein YdiK
KGIHCIOD_03717	CDS	360				hypothetical protein
KGIHCIOD_03718	CDS	1212	ydiM			Inner membrane transport protein YdiM
KGIHCIOD_03719	CDS	1236	ydiN			Inner membrane transport protein YdiN
KGIHCIOD_03720	CDS	867	ydiB	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
KGIHCIOD_03721	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
KGIHCIOD_03722	CDS	1596	ydiF	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
KGIHCIOD_03723	CDS	1152	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
KGIHCIOD_03724	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
KGIHCIOD_03725	CDS	765	fixA_1		COG2086	Protein FixA
KGIHCIOD_03726	CDS	936	fixB_1		COG2025	Protein FixB
KGIHCIOD_03727	CDS	1287	dadA_2	1.4.99.-		D-amino acid dehydrogenase
KGIHCIOD_03728	CDS	294	fixX_1		COG2440	Ferredoxin-like protein FixX
KGIHCIOD_03729	CDS	1641	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
KGIHCIOD_03730	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KGIHCIOD_03731	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
KGIHCIOD_03732	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
KGIHCIOD_03733	CDS	192	ydiE		COG4256	putative protein YdiE
KGIHCIOD_03734	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
KGIHCIOD_03735	CDS	711	ydiV_2		COG2200	Anti-FlhC(2)FlhD(4) factor YdiV
KGIHCIOD_03736	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
KGIHCIOD_03737	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
KGIHCIOD_03738	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
KGIHCIOD_03739	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
KGIHCIOD_03740	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
KGIHCIOD_03741	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
KGIHCIOD_03742	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
KGIHCIOD_03743	CDS	357	rplT		COG0292	50S ribosomal protein L20
KGIHCIOD_03744	CDS	198	rpmI		COG0291	50S ribosomal protein L35
KGIHCIOD_03745	CDS	435	infC		COG0290	Translation initiation factor IF-3
KGIHCIOD_03746	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
KGIHCIOD_03747	CDS	129				hypothetical protein
KGIHCIOD_03748	CDS	1224				hypothetical protein
KGIHCIOD_03749	CDS	855	nucA	3.1.30.2		Nuclease
KGIHCIOD_03750	CDS	315				hypothetical protein
KGIHCIOD_03751	CDS	960				hypothetical protein
KGIHCIOD_03752	CDS	759				hypothetical protein
KGIHCIOD_03753	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
KGIHCIOD_03754	CDS	291				hypothetical protein
KGIHCIOD_03755	CDS	861		2.7.1.-		putative ketoamine kinase
KGIHCIOD_03756	CDS	537				hypothetical protein
KGIHCIOD_03757	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
KGIHCIOD_03758	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
KGIHCIOD_03759	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
KGIHCIOD_03760	CDS	243	cedA			Cell division activator CedA
KGIHCIOD_03761	CDS	567	katE_1	1.11.1.6	COG0753	Catalase HPII
KGIHCIOD_03762	CDS	1611	katE_2	1.11.1.6	COG0753	Catalase HPII
KGIHCIOD_03763	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
KGIHCIOD_03764	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
KGIHCIOD_03765	CDS	840	chbR			HTH-type transcriptional regulator ChbR
KGIHCIOD_03766	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
KGIHCIOD_03767	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
KGIHCIOD_03768	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
KGIHCIOD_03769	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
KGIHCIOD_03770	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
KGIHCIOD_03771	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
KGIHCIOD_03772	CDS	486	spy		COG3678	Periplasmic chaperone Spy
KGIHCIOD_03773	CDS	216				hypothetical protein
KGIHCIOD_03774	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
