locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNEGNLPN_04560	CDS	711	mntB_4		COG1121	Manganese transport system ATP-binding protein MntB
BNEGNLPN_04561	CDS	864	mntB_5			Manganese transport system membrane protein MntB
BNEGNLPN_04562	CDS	879	mntA		COG0803	Manganese-binding lipoprotein MntA
BNEGNLPN_04563	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
BNEGNLPN_04564	CDS	1059	recA		COG0468	Protein RecA
BNEGNLPN_04565	CDS	501	recX		COG2137	Regulatory protein RecX
BNEGNLPN_04566	CDS	2628	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BNEGNLPN_04567	CDS	186	csrA		COG1551	Carbon storage regulator
BNEGNLPN_04568	tRNA	93				tRNA-Ser(gct)
BNEGNLPN_04569	tRNA	77				tRNA-Arg(acg)
BNEGNLPN_04570	tRNA	77				tRNA-Arg(acg)
BNEGNLPN_04571	tRNA	77				tRNA-Arg(acg)
BNEGNLPN_04572	tRNA	77				tRNA-Arg(acg)
BNEGNLPN_04573	CDS	315				hypothetical protein
BNEGNLPN_04574	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
BNEGNLPN_04575	CDS	429	yqaA		COG1238	Inner membrane protein YqaA
BNEGNLPN_04576	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
BNEGNLPN_04577	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
BNEGNLPN_04578	CDS	768	nimR_5			HTH-type transcriptional regulator NimR
BNEGNLPN_04579	CDS	1677	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
BNEGNLPN_04580	CDS	1539	emrB_2			Multidrug export protein EmrB
BNEGNLPN_04581	CDS	1173	emrA_3		COG1566	Multidrug export protein EmrA
BNEGNLPN_04582	CDS	531	mprA		COG1846	Transcriptional repressor MprA
BNEGNLPN_04583	CDS	336				hypothetical protein
BNEGNLPN_04584	CDS	747	ygaZ_2		COG1296	Inner membrane protein YgaZ
BNEGNLPN_04585	CDS	999	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
BNEGNLPN_04586	CDS	1068	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
BNEGNLPN_04587	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
BNEGNLPN_04588	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
BNEGNLPN_04589	CDS	2142	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
BNEGNLPN_04590	CDS	411	nrdI		COG1780	Protein NrdI
BNEGNLPN_04591	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
BNEGNLPN_04592	CDS	432				hypothetical protein
BNEGNLPN_04593	CDS	1353	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
BNEGNLPN_04594	CDS	348	ygaM		COG4575	putative protein YgaM
BNEGNLPN_04595	CDS	363				hypothetical protein
BNEGNLPN_04596	CDS	450	alaE			L-alanine exporter AlaE
BNEGNLPN_04597	CDS	402	stpA		COG2916	DNA-binding protein StpA
BNEGNLPN_04598	CDS	180				hypothetical protein
BNEGNLPN_04599	CDS	903				hypothetical protein
BNEGNLPN_04600	CDS	546	ygaP		COG0607	Inner membrane protein YgaP
BNEGNLPN_04601	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
BNEGNLPN_04602	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
BNEGNLPN_04603	CDS	909	dmlR_18			HTH-type transcriptional regulator DmlR
BNEGNLPN_04604	CDS	1788	acoR		COG3284	Acetoin dehydrogenase operon transcriptional activator AcoR
BNEGNLPN_04605	CDS	1521	adh_2	1.2.1.3	COG1012	Aldehyde dehydrogenase
BNEGNLPN_04606	CDS	582				hypothetical protein
BNEGNLPN_04607	CDS	663	yraI_3			putative fimbrial chaperone YraI
BNEGNLPN_04608	CDS	2556	fimD_7		COG3188	Outer membrane usher protein FimD
BNEGNLPN_04609	CDS	1095				hypothetical protein
BNEGNLPN_04610	CDS	1029				hypothetical protein
BNEGNLPN_04611	CDS	2538	fimD_8		COG3188	Outer membrane usher protein FimD
BNEGNLPN_04612	CDS	669	yadV_2			putative fimbrial chaperone YadV
BNEGNLPN_04613	CDS	549				hypothetical protein
BNEGNLPN_04614	CDS	702				hypothetical protein
BNEGNLPN_04615	CDS	891	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
BNEGNLPN_04616	CDS	621				hypothetical protein
BNEGNLPN_04617	CDS	795	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BNEGNLPN_04618	CDS	933	ghrA_2	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
BNEGNLPN_04619	CDS	729	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
BNEGNLPN_04620	CDS	1521	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNEGNLPN_04621	CDS	804	fliY_5		COG0834	L-cystine-binding protein FliY
BNEGNLPN_04622	CDS	1068	vldW_3	1.14.11.52		Validamycin A dioxygenase
BNEGNLPN_04623	CDS	864				hypothetical protein
BNEGNLPN_04624	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
BNEGNLPN_04625	CDS	912				hypothetical protein
BNEGNLPN_04626	CDS	480				hypothetical protein
BNEGNLPN_04627	CDS	3153	oqxB20			multidrug efflux RND transporter permease subunit OqxB20
BNEGNLPN_04628	CDS	1176	bepF			Efflux pump periplasmic linker BepF
BNEGNLPN_04629	CDS	366	rob_3		COG2207	Right origin-binding protein
BNEGNLPN_04630	CDS	639				hypothetical protein
BNEGNLPN_04631	CDS	885	pgrR_7			HTH-type transcriptional regulator PgrR
BNEGNLPN_04632	CDS	801				hypothetical protein
BNEGNLPN_04633	CDS	966				hypothetical protein
BNEGNLPN_04634	CDS	993				hypothetical protein
BNEGNLPN_04635	CDS	1014	xerC_6			Tyrosine recombinase XerC
BNEGNLPN_04636	CDS	405				hypothetical protein
BNEGNLPN_04637	CDS	243				hypothetical protein
BNEGNLPN_04638	CDS	510				hypothetical protein
BNEGNLPN_04639	CDS	201				hypothetical protein
BNEGNLPN_04640	CDS	342				hypothetical protein
BNEGNLPN_04641	CDS	234				hypothetical protein
BNEGNLPN_04642	CDS	228	ybiI_2		COG1734	putative protein YbiI
BNEGNLPN_04643	CDS	858	dam_3	2.1.1.72	COG0338	DNA adenine methylase
BNEGNLPN_04644	CDS	2415				hypothetical protein
BNEGNLPN_04645	CDS	189				hypothetical protein
BNEGNLPN_04646	CDS	234	dinI_4			DNA damage-inducible protein I
BNEGNLPN_04647	CDS	219				hypothetical protein
BNEGNLPN_04648	CDS	843				hypothetical protein
BNEGNLPN_04649	CDS	1434				hypothetical protein
BNEGNLPN_04650	CDS	1035				hypothetical protein
BNEGNLPN_04651	CDS	1755				hypothetical protein
BNEGNLPN_04652	CDS	834				hypothetical protein
BNEGNLPN_04653	CDS	1065				hypothetical protein
BNEGNLPN_04654	CDS	651				hypothetical protein
BNEGNLPN_04655	CDS	465				hypothetical protein
BNEGNLPN_04656	CDS	204				hypothetical protein
BNEGNLPN_04657	CDS	216				hypothetical protein
BNEGNLPN_04658	CDS	510				hypothetical protein
BNEGNLPN_04659	CDS	384				hypothetical protein
BNEGNLPN_04660	CDS	429				hypothetical protein
BNEGNLPN_04661	CDS	432				hypothetical protein
BNEGNLPN_04662	CDS	447				hypothetical protein
BNEGNLPN_04663	CDS	573				hypothetical protein
BNEGNLPN_04664	CDS	363				hypothetical protein
BNEGNLPN_04665	CDS	909				hypothetical protein
BNEGNLPN_04666	CDS	594				hypothetical protein
BNEGNLPN_04667	CDS	2109				hypothetical protein
BNEGNLPN_04668	CDS	219				hypothetical protein
BNEGNLPN_04669	CDS	1164				hypothetical protein
BNEGNLPN_04670	CDS	1173	gpFI_2			Putative prophage major tail sheath protein
BNEGNLPN_04671	CDS	516				hypothetical protein
BNEGNLPN_04672	CDS	300				hypothetical protein
BNEGNLPN_04673	CDS	2628				hypothetical protein
BNEGNLPN_04674	CDS	486				hypothetical protein
BNEGNLPN_04675	CDS	1098				hypothetical protein
BNEGNLPN_04676	CDS	378				hypothetical protein
BNEGNLPN_04677	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
BNEGNLPN_04678	CDS	483	smpB		COG0691	SsrA-binding protein
BNEGNLPN_04679	CDS	438	pasT		COG2867	Persistence and stress-resistance toxin PasT
BNEGNLPN_04680	CDS	291				hypothetical protein
BNEGNLPN_04681	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
BNEGNLPN_04682	CDS	1662	recN		COG0497	DNA repair protein RecN
BNEGNLPN_04683	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
BNEGNLPN_04684	CDS	591	grpE		COG0576	Protein GrpE
BNEGNLPN_04685	CDS	1287				hypothetical protein
BNEGNLPN_04686	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
BNEGNLPN_04687	CDS	1365	ffh		COG0541	Signal recognition particle protein
BNEGNLPN_04688	CDS	249	rpsP		COG0228	30S ribosomal protein S16
BNEGNLPN_04689	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
BNEGNLPN_04690	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BNEGNLPN_04691	CDS	348	rplS		COG0335	50S ribosomal protein L19
BNEGNLPN_04692	CDS	459				hypothetical protein
BNEGNLPN_04693	CDS	1371				hypothetical protein
BNEGNLPN_04694	CDS	483	pal_2			Peptidoglycan-associated lipoprotein
BNEGNLPN_04695	CDS	1224	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
BNEGNLPN_04696	CDS	510				hypothetical protein
BNEGNLPN_04697	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
BNEGNLPN_04698	CDS	1122	tyrA		COG0287	T-protein
BNEGNLPN_04699	CDS	873		3.1.1.99		6-deoxy-6-sulfogluconolactonase
BNEGNLPN_04700	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
BNEGNLPN_04701	CDS	336	raiA		COG1544	Ribosome-associated inhibitor A
BNEGNLPN_04702	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
BNEGNLPN_04703	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BNEGNLPN_04704	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
BNEGNLPN_04705	CDS	2574	clpB		COG0542	Chaperone protein ClpB
BNEGNLPN_04706	rRNA	448				16S ribosomal RNA (partial)
BNEGNLPN_04707	CDS	504			COG1662	IS1 family transposase IS1R
BNEGNLPN_04708	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
BNEGNLPN_04709	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
BNEGNLPN_04710	CDS	669	ecpB			putative fimbrial chaperone EcpB
BNEGNLPN_04711	CDS	2526	ecpC			putative outer membrane usher protein EcpC
BNEGNLPN_04712	CDS	1644	ecpD			Fimbria adhesin EcpD
BNEGNLPN_04713	CDS	711	ecpE			putative fimbrial chaperone EcpE
BNEGNLPN_04714	CDS	690	glnP_2		COG0765	putative glutamine ABC transporter permease protein GlnP
BNEGNLPN_04715	CDS	753	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
BNEGNLPN_04716	CDS	819	glnQ_7			Glutamine transport ATP-binding protein GlnQ
BNEGNLPN_04717	CDS	810	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
BNEGNLPN_04718	CDS	171				hypothetical protein
BNEGNLPN_04719	CDS	696	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BNEGNLPN_04720	CDS	783	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BNEGNLPN_04721	CDS	1050				hypothetical protein
BNEGNLPN_04722	CDS	900	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BNEGNLPN_04723	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
BNEGNLPN_04724	CDS	777	eutC_2	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
BNEGNLPN_04725	CDS	1389	eutB_2	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
BNEGNLPN_04726	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
BNEGNLPN_04727	CDS	1410	rocC		COG0833	Amino-acid permease RocC
BNEGNLPN_04728	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
BNEGNLPN_04729	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
BNEGNLPN_04730	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
BNEGNLPN_04731	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
BNEGNLPN_04732	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
BNEGNLPN_04733	CDS	1719				hypothetical protein
BNEGNLPN_04734	CDS	492	rayT		COG1943	REP-associated tyrosine transposase
BNEGNLPN_04735	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
BNEGNLPN_04736	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
BNEGNLPN_04737	CDS	534	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
BNEGNLPN_04738	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
BNEGNLPN_04739	CDS	1107				hypothetical protein
BNEGNLPN_04740	CDS	303	yaiY			Inner membrane protein YaiY
BNEGNLPN_04741	CDS	204				hypothetical protein
BNEGNLPN_04742	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
BNEGNLPN_04743	CDS	684				hypothetical protein
BNEGNLPN_04744	CDS	1200	sbnD_2			Staphyloferrin B transporter
BNEGNLPN_04745	CDS	261	iraP			Anti-adapter protein IraP
BNEGNLPN_04746	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
BNEGNLPN_04747	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
BNEGNLPN_04748	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BNEGNLPN_04749	CDS	459				hypothetical protein
BNEGNLPN_04750	CDS	711				hypothetical protein
BNEGNLPN_04751	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
BNEGNLPN_04752	CDS	192	yaiA			putative protein YaiA
BNEGNLPN_04753	CDS	666				hypothetical protein
BNEGNLPN_04754	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
BNEGNLPN_04755	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
BNEGNLPN_04756	CDS	915	mak_2	2.7.1.4	COG1940	Fructokinase
BNEGNLPN_04757	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
BNEGNLPN_04758	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
BNEGNLPN_04759	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
BNEGNLPN_04760	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
BNEGNLPN_04761	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
BNEGNLPN_04762	CDS	1374	proY_2		COG1113	Proline-specific permease ProY
BNEGNLPN_04763	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
BNEGNLPN_04764	CDS	903	yhaJ_3			HTH-type transcriptional regulator YhaJ
BNEGNLPN_04765	CDS	153				hypothetical protein
BNEGNLPN_04766	CDS	642				hypothetical protein
BNEGNLPN_04767	CDS	546				hypothetical protein
BNEGNLPN_04768	CDS	1869	nfdA_2	3.5.1.91		N-substituted formamide deformylase
BNEGNLPN_04769	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
BNEGNLPN_04770	CDS	963	yihV	2.7.1.184		Sulfofructose kinase
BNEGNLPN_04771	CDS	1392	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
BNEGNLPN_04772	CDS	288				hypothetical protein
BNEGNLPN_04773	CDS	444				hypothetical protein
BNEGNLPN_04774	CDS	603	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
BNEGNLPN_04775	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
BNEGNLPN_04776	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BNEGNLPN_04777	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
BNEGNLPN_04778	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
BNEGNLPN_04779	CDS	1815	secD		COG0342	Protein translocase subunit SecD
BNEGNLPN_04780	CDS	972	secF		COG0341	Protein translocase subunit SecF
BNEGNLPN_04781	CDS	366				hypothetical protein
BNEGNLPN_04782	CDS	696				hypothetical protein
BNEGNLPN_04783	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
BNEGNLPN_04784	CDS	540	yajI			putative lipoprotein YajI
BNEGNLPN_04785	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
BNEGNLPN_04786	CDS	1185	ribD		COG0117	Riboflavin biosynthesis protein RibD
BNEGNLPN_04787	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
BNEGNLPN_04788	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
BNEGNLPN_04789	CDS	972	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
BNEGNLPN_04790	CDS	468	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
BNEGNLPN_04791	CDS	975	yajO_5	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
BNEGNLPN_04792	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
BNEGNLPN_04793	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
BNEGNLPN_04794	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
BNEGNLPN_04795	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
BNEGNLPN_04796	CDS	477				hypothetical protein
BNEGNLPN_04797	CDS	594	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
BNEGNLPN_04798	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
BNEGNLPN_04799	CDS	492				hypothetical protein
BNEGNLPN_04800	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
BNEGNLPN_04801	CDS	1179	iolG_5	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
BNEGNLPN_04802	CDS	1365	pcaK_1		COG0477	4-hydroxybenzoate transporter PcaK
BNEGNLPN_04803	CDS	819				hypothetical protein
BNEGNLPN_04804	CDS	1698	ksdD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
BNEGNLPN_04805	CDS	321				hypothetical protein
BNEGNLPN_04806	CDS	1677	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
BNEGNLPN_04807	CDS	822	ydiB_2	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
BNEGNLPN_04808	CDS	759	pcaR_3		COG1414	Pca regulon regulatory protein
BNEGNLPN_04809	CDS	333				hypothetical protein
BNEGNLPN_04810	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
BNEGNLPN_04811	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
BNEGNLPN_04812	CDS	612	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
BNEGNLPN_04813	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
BNEGNLPN_04814	CDS	945	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
BNEGNLPN_04815	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
BNEGNLPN_04816	CDS	579				hypothetical protein
BNEGNLPN_04817	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
BNEGNLPN_04818	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
BNEGNLPN_04819	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BNEGNLPN_04820	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BNEGNLPN_04821	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
BNEGNLPN_04822	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
BNEGNLPN_04823	CDS	1875	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
BNEGNLPN_04824	CDS	369			COG1555	putative protein
BNEGNLPN_04825	CDS	402	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
BNEGNLPN_04826	CDS	702	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
BNEGNLPN_04827	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
BNEGNLPN_04828	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
BNEGNLPN_04829	CDS	1053	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
BNEGNLPN_04830	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
BNEGNLPN_04831	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
BNEGNLPN_04832	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
BNEGNLPN_04833	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
BNEGNLPN_04834	CDS	1287	amtB			Ammonia channel
BNEGNLPN_04835	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
BNEGNLPN_04836	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
BNEGNLPN_04837	CDS	312	atl		COG3695	DNA base-flipping protein
BNEGNLPN_04838	CDS	408				hypothetical protein
BNEGNLPN_04839	CDS	258				hypothetical protein
BNEGNLPN_04840	CDS	216				hypothetical protein
BNEGNLPN_04841	CDS	1428	norG_2		COG1167	HTH-type transcriptional regulator NorG
BNEGNLPN_04842	CDS	615				hypothetical protein
BNEGNLPN_04843	CDS	900	rcnA		COG2215	Nickel/cobalt efflux system RcnA
BNEGNLPN_04844	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
BNEGNLPN_04845	CDS	345	pdeB_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
BNEGNLPN_04846	CDS	1098	pdeB_3	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
BNEGNLPN_04847	CDS	1110	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
BNEGNLPN_04848	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
BNEGNLPN_04849	CDS	1308				hypothetical protein
BNEGNLPN_04850	CDS	852	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
BNEGNLPN_04851	CDS	1203	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
BNEGNLPN_04852	CDS	2058	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
BNEGNLPN_04853	CDS	315				hypothetical protein
BNEGNLPN_04854	CDS	1272	lamB_4		COG4580	Maltoporin
BNEGNLPN_04855	CDS	1071	lacI_2		COG1609	Lactose operon repressor
BNEGNLPN_04856	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
BNEGNLPN_04857	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
BNEGNLPN_04858	CDS	699				hypothetical protein
BNEGNLPN_04859	CDS	1452	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
BNEGNLPN_04860	CDS	471	ylaC			Inner membrane protein YlaC
BNEGNLPN_04861	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
BNEGNLPN_04862	CDS	219	hha			Hemolysin expression-modulating protein Hha
BNEGNLPN_04863	CDS	375	tomB			Hha toxicity modulator TomB
BNEGNLPN_04864	CDS	3147	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
BNEGNLPN_04865	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
BNEGNLPN_04866	CDS	651	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
BNEGNLPN_04867	CDS	3348	mscK		COG3264	Mechanosensitive channel MscK
BNEGNLPN_04868	CDS	900				ISNCY family transposase ISSen7
BNEGNLPN_04869	CDS	174				hypothetical protein
BNEGNLPN_04870	CDS	528	priC		COG3923	Primosomal replication protein N''
BNEGNLPN_04871	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
BNEGNLPN_04872	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
BNEGNLPN_04873	CDS	2202				hypothetical protein
BNEGNLPN_04874	CDS	579	hin_3		COG1961	DNA-invertase hin
BNEGNLPN_04875	CDS	420	umuD_3	3.4.21.-	COG1974	Protein UmuD
BNEGNLPN_04876	CDS	1266	umuC_3		COG0389	Protein UmuC
BNEGNLPN_04877	CDS	1107		3.6.1.-	COG1106	ATP/GTP phosphatase
BNEGNLPN_04878	CDS	654				hypothetical protein
BNEGNLPN_04879	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
BNEGNLPN_04880	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
BNEGNLPN_04881	CDS	906				hypothetical protein
BNEGNLPN_04882	CDS	831				hypothetical protein
BNEGNLPN_04883	CDS	2310	rhaR_6			HTH-type transcriptional activator RhaR
BNEGNLPN_04884	CDS	1170	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
BNEGNLPN_04885	CDS	1392	norB			Quinolone resistance protein NorB
BNEGNLPN_04886	CDS	975	pspF		COG1221	Psp operon transcriptional activator
BNEGNLPN_04887	CDS	669	pspA		COG1842	Phage shock protein A
BNEGNLPN_04888	CDS	225	pspB			Phage shock protein B
BNEGNLPN_04889	CDS	360	pspC		COG1983	Phage shock protein C
BNEGNLPN_04890	CDS	219	pspD			Phage shock protein D
BNEGNLPN_04891	CDS	1398	ycjX		COG3106	putative protein YcjX
BNEGNLPN_04892	CDS	1062				hypothetical protein
BNEGNLPN_04893	CDS	900	dsdC_2		COG0583	HTH-type transcriptional regulator DsdC
BNEGNLPN_04894	CDS	1314	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
BNEGNLPN_04895	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
BNEGNLPN_04896	CDS	1053				hypothetical protein
BNEGNLPN_04897	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
BNEGNLPN_04898	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
BNEGNLPN_04899	CDS	708	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
BNEGNLPN_04900	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
BNEGNLPN_04901	CDS	387				hypothetical protein
BNEGNLPN_04902	CDS	834				hypothetical protein
BNEGNLPN_04903	CDS	885	pgrR_8			HTH-type transcriptional regulator PgrR
